place_id,name,slug,address,city,county,phone,rating,review_count,category,reviews_json,status,generated_url,created_at,sent_at,replied_at,notes
wco_a3874e02a38b5638,Riverside Car Clinic,riverside-car-clinic-riverside,"17846 Van Buren Boulevard, Riverside, CA 92508",Riverside,RIV,(951) 780-4933,4.7,82,Auto repair shop,"[{""author"": ""Derek O"", ""text"": ""Bruce is as honest a mechanic as you can find. I realize that there are some negative reviews for this location, but I think there’s at least a couple negative reviews everywhere you go. One thing that can be certain, is that Bruce isn’t a shiesty auto mechanic. He charges fair labor prices, and he wants to help people with their vehicles! Don’t listen to the negative reviews, and give this place a chance with your auto repair needs. Thank you Bruce, and the Riverside Car Clinic! ⭐️⭐️⭐️⭐️⭐️""}, {""author"": ""Bailey Allen"", ""text"": ""10/10! Family owned and operated. Super kind, genuine, and honest. Highly recommend""}, {""author"": ""Inland Sunset Pool Services"", ""text"": ""Have never had a issue with Bruce. A good shop that is knowledgeable on OBD1 vehicles! Hard to find these days. And his shop had no issues with a camper on!""}, {""author"": ""Sherrie Rawlings"", ""text"": ""Riverside Car clinic is the best mechanic in town!  They're honest, thorough, and trustworthy.""}, {""author"": ""Wensheng Hou"", ""text"": ""They are very patient and polite, and their prices are fair. You’ll enjoy the service provided by their whole family. I got my oil changed here, and they even offered to check my tires. Very nice of them.""}]",ready,https://castanedanetworks.github.io/westco-outreach-sites/sites/riverside-car-clinic-riverside/,2026-05-11T23:02:06Z,,,
wco_e6a1efadd67ae07d,Red Hair Salon /Wendy,red-hair-salon-wendy-west-covina,"1104 Wescove Pl, West Covina, CA 91790",West Covina,LA,(626) 917-5637,4.6,56,Beauty salon,"[{""author"": ""Marlene B"", ""text"": ""My make up and hair stay gorgeous  all day.\nI received a lot of compliments on how I look and I felt so  comfortable , natural and beautiful.\nI highly recommend Cherry’s salon  if you want to  enhance your beauty on a regular day or prior to attending a big event.Come and see for yourself. Super love this place.!\nThanks Cherry!❤️\n\nMarlene B.""}, {""author"": ""Elisa Elizondo Coronel"", ""text"": ""Cherry has always hooked me up… her memory is impeccable I see her through out 5 years 4 or 5 different times and she always remembers me.\nShe brought my hair back to life and makes me feel beautiful again. I have no pictures this time. But next time it will be something out of the ordinary. Thank you Cherry!!!""}, {""author"": ""Holly"", ""text"": ""ADORE ADORE ADORE! My sister took me here saying  Cherry is the only one allowed to touch her hair and I see why. At first I was shocked with how much length was taken (first post covid cut, it was all dead or split). After getting used to …""}]",new,,2026-05-11T23:18:33Z,,,
wco_e8fb7a1fe5ba8fca,Ashley's Hair Salon,ashley-s-hair-salon-west-covina,"2355 S Azusa Ave, West Covina, CA 91792",West Covina,LA,(626) 965-5052,4.5,51,Hair salon,[],new,,2026-05-11T23:20:09Z,,,
wco_27de989391fd84da,Clarisas Beauty Salon,clarisas-beauty-salon-west-covina,"833 S Glendora Ave, West Covina, CA 91790",West Covina,LA,(626) 941-7252,4.5,26,Beauty salon,[],new,,2026-05-11T23:20:34Z,,,
wco_29c1ba8ffba280db,Beleza Salon & Spa,beleza-salon-spa-west-covina,"450 S Glendora Ave, West Covina, CA 91790",West Covina,LA,,4.7,30,Hair salon,[],new,,2026-05-11T23:21:54Z,,,
wco_50dff326ab22f46d,SN Barbershop,sn-barbershop-el-monte,"4705 Peck Rd, El Monte, CA 91732",El Monte,LA,(626) 454-2393,4.7,101,Barber shop,"[{""author"": ""Jose A"", ""text"": ""First time visiting this barbershop and I will continue getting my haircuts here. I did a walk in and some guy named Jesse did my hair without hesitation. This guy is top notch. Best haircut I've ever gotten. You could tell right away Jesse takes pride in his trade. Seems like a cool guy too. The place is nice and clean and plenty of parking in the front and back. Definitely recommend this place.""}, {""author"": ""Gordon Hebert"", ""text"": ""Julian made my hair look even better than imagined. I wasn't sure what cut to go with so he helped me decide. It came out looking amazing. This is definitely my new place.""}, {""author"": ""carlos estevez"", ""text"": ""My third time coming to this place , and honestly they do a great job , never rushing, great prices, they always make me feel welcomed ,""}, {""author"": ""Art Mendoza"", ""text"": ""I've been coming here for quite a few years.\nThe owner RIP was doing my hair for many years and after he passed his son doesn't know just as professional as he does. The barber shop is a very clean place great environment and friendly staff.. I cut my hair here with Jesse the barber every 3 weeks and I drive for 3 hours to get here So for me as well worth it and I strongly recommend this location.""}, {""author"": ""Gabriela Canedo Mala"", ""text"": ""Super clean and really nice workers. Cash only. There is an ATM inside for your convince.  Make an appointment especially on weekends for faster service.""}]",ready,https://castanedanetworks.github.io/westco-outreach-sites/sites/sn-barbershop-el-monte/,2026-05-11T23:22:56Z,,,
wco_500d25f017100a1f,Taperjes Barber Shop,taperjes-barber-shop-el-monte,"12220 Valley Blvd, El Monte, CA 91732",El Monte,LA,(626) 582-8441,4.7,115,Barber shop,"[{""author"": ""Jose Romero"", ""text"": ""I have been coming here for almost 4 years and haven’t gotten a bad haircut. Best barber in town for sure.""}, {""author"": ""Jose Mendoza"", ""text"": ""Best barber in town! Been coming here for over 6 years now. You won’t be disappointed he does an amazing job and will get you out in 20 min. He does take walk ins but would encourage you to call and make an appointment to avoid waiting. 10/10 experience. Strongly recommend.""}, {""author"": ""Sparta Chris"", ""text"": ""This is one of the best barber shops in SoCal. They are very social and friendly, always giving a warm welcome when I walk through the door. I cannot recommend this place enough, if you’re looking for a 5 star barber then this is your stop. …""}, {""author"": ""Jason Duran"", ""text"": ""Best barber in San Gabriel Valley area. Been going to Jes since I was in elementary school. Refuse to let anyone else cut my hair to this day. I drive from Ontario to El Monte to get my haircut from his shop. 10/10 always recommend to family and friends. Appointments are easy to make and communication is great!""}, {""author"": ""David Alvarado"", ""text"": ""Best barber in the sgv. I been going to him for over 10 years. There is no one I rather go to. Been going to him since before he even had his own shop. He does designs. He does beards. He's so good and for a great low price as well. …""}]",ready,https://castanedanetworks.github.io/westco-outreach-sites/sites/taperjes-barber-shop-el-monte/,2026-05-11T23:23:39Z,,,
wco_c103490acd436e01,Tyler Barber Shop,tyler-barber-shop-el-monte,"4241 Tyler Ave, El Monte, CA 91731",El Monte,LA,(626) 279-7047,4.5,110,Barber shop,"[{""author"": ""Grace hurtado"", ""text"": ""I’ve been going to Sergio for a few years now, and the service is consistently excellent. He takes his time, pays attention to detail, and always make sure my cut is exactly how I want it. The shop is clean, and professional. I always leave feeling fresh and confident. Highly recommend Sergio to anyone looking for a skilled and reliable barber.\n\nThanks Dude 😊""}, {""author"": ""Manuel Duran"", ""text"": ""This place is horrible! Nelly is very rude and unprofessional. She looks like she hates her job. Very unpleasant women, scared the hell out of my kids with her horrible attitude and demeanor. My 8 year old was in tears when we got back to the car.""}, {""author"": ""Pru"", ""text"": ""I started going to this place not to long ago but they all do a very good job. I have had 4 out of the 5 barbers there cut my hair and they have done a very good job. They even recommend how to style your hair. Their little parking space sucks but there's street parking which is fine. Weekends get crazy, there's lots of people coming in for cuts do so either come early or get to know a barber and book a time for your cut with him if you don't want to sit and wait  although I have not booked an appointment. They charge about $17 plus tip.""}, {""author"": ""Anthony Cruz"", ""text"": ""Great Barbers, shot out to my boy Miguel great, Amazing cuts for hair and beard""}, {""author"": ""Robert Valdez"", ""text"": ""Been coming here for years. All the barbers are really great, clean, and it really doesn't matter which one you go to, they all do good work. Even with a lot of people and appointments, you can be in and out in less than an hour sometimes, and come out looking fresh.""}]",new,,2026-05-11T23:24:49Z,,,
wco_57e11b275bcc8b64,Big Boy's Barber Shop,big-boy-s-barber-shop-el-monte,"11835 Valley Blvd, El Monte, CA 91732",El Monte,LA,(626) 443-6248,4.5,123,Barber shop,"[{""author"": ""mike beltran"", ""text"": ""Best Barber in the SGV. Been coming for years. My boys will not let anyone else cut their hair but Soco!! I have a busy schedule,  I love that I can make an appt and work around my schedule. Definitely recommend Big Boys barber shop!!""}, {""author"": ""pbflex"", ""text"": ""This shop is my go to for cuts. The place is clean, the barbers there are very professional and welcoming. Jose always does a perfect job on my cut. He has been a barber for a long time and has mastered his craft. I always leave this place looking fresh.""}, {""author"": ""Eric Torres"", ""text"": ""Very great barbershop! Been going for years! Soco really goes into detail and gives great haircuts. The other barbers cut hair great as well! Call in to get your appointment!""}, {""author"": ""Rick Ramos 85"", ""text"": ""Have been going to Big Boys barber shop  since prior to Covid. Have to tell you Jose and his guys don’t disappoint. very courteous and attentive to getting your hair cut right. As long as I’m in El Monte I’ll keep going there. Great, guys keep it up.""}, {""author"": ""Moe Nouri"", ""text"": ""I like the fade and the cut at this place, shoutout to Soko, today was my 3rd haircut with him since I moved to this neighborhood, I really like his style, very fast and clean cut every time.""}]",new,,2026-05-11T23:25:15Z,,,
wco_793a2d0cab3e50d2,The Cuts E&M Barbershop,the-cuts-e-m-barbershop-el-monte,"4164 Peck Rd Ste E, El Monte, CA 91732",El Monte,LA,(626) 542-3871,4.7,25,Barber shop,"[{""author"": ""Stephanie Martinez"", ""text"": ""Barber Marta does a great clean job with my boys all the time she has been my sons barber for 10 years now  also her prices are great not to mention very patient and great with kids. Marta also does a great job on woman hair cuts.""}, {""author"": ""Jesus Maciel"", ""text"": ""Great customer service. They accept walk ins but would recommend to make an appointment. My barber is Edith and she's great, takes her time and makes sure you're satisfied before leaving the shop""}, {""author"": ""David626 1"", ""text"": ""Personally love this shop I always go with Martha the og to me. Always takes her time to make my hair cut look nice. I appreciate her patience cause am very picky with my hair cuts. I recommend anybody in the sgv area to get a cut from this barber shop. Thank you guys.""}, {""author"": ""Rami Ramos"", ""text"": ""The stylist Edith is very nice. Take her time to do a great job. Not to mention she's very attractive. This is my go to place for a haircut. 😁👍 …""}, {""author"": ""Enoc Gomez"", ""text"": ""I’ve been getting my haircut by Edith for 6 years. Happy customer and glad to see she and her business partner have their own shop.""}]",new,,2026-05-11T23:25:39Z,,,
wco_3eaa4fc9010d87bb,Muniz Barbershop and Beauty Salon,muniz-barbershop-and-beauty-salon-el-monte,"10053 Valley Blvd #4, El Monte, CA 91731",El Monte,LA,(626) 444-0108,4.3,61,Barber shop,"[{""author"": ""Rosi Jimenez"", ""text"": ""I took my son to get his perm, they didnt do it good and came off the next day. I took him the 3rd day so they can see the perm was gone, and they told me the lady was going to call me but never did, So I Went and talked to her. She tried to charge me $50 again just to do it, and was very rude towards me.""}, {""author"": ""Daniel Guevara"", ""text"": ""They do good haircuts and some of the guys are chill but they always let friends cut the line. I was there waiting to get a haircut and a guy came in without an appointment and said “damn how long is the wait” the barber then replied don’t worry your up right now. In my opinion that is very bad business practice and unprofessional. This is my last cut here and I will have to find another shop. 2 stars for their skills but they lack in keeping business and friends separate.""}, {""author"": ""Esteban Ascencio"", ""text"": ""Over the years, I've gone to several barbers looking for a quality, professional cut and it has been more than a difficult task. When I found Eric and Muniz Barbershop, it was a true breath of fresh air. They were extremely helpful and …""}, {""author"": ""Nat Duran"", ""text"": ""This family-feel barbershop is the place to go! I have been going here for years now. Great pricing, experienced barbers, and kind workers! It’s not intimidating like some barbershops can be. Let them know what you are looking for and they can work their magic. I always get compliments on my hair and fade because the talent these barbers have is unreal! There are no appointments and walk-in, cash only. Bring your bills and your head and go get cut by the best barbers around!""}, {""author"": ""James Ortiz"", ""text"": ""I have been going for 2 years now, service has always been great. Super reasonable prices compared to other barber shops. Highly recommend!""}]",new,,2026-05-11T23:26:08Z,,,
wco_660bd6803c3bcf59,Oscar Barber shop.,oscar-barber-shop-el-monte,"4356 Peck Rd, El Monte, CA 91732",El Monte,LA,(626) 221-2140,4.7,79,Barber shop,"[{""author"": ""BL UE"", ""text"": ""My new barber get the job done in a timely manner. Im in and out within 20 minutes \""ready for another 10,000 miles.\""\nNO TIME WASTED. Thank you Oscar for your service and consistency!""}, {""author"": ""Daniel Craig Walker"", ""text"": ""Awesome barber. Both Oscar and Gloria are awesome stylist. Very professional all you gotta do is tell him or her what you want and they’ll do it.""}, {""author"": ""Coltvinlolz The Guff"", ""text"": ""I got a haircut there once and loved it! The old lady there is super chill and the owner of it as well. Highly recommended""}, {""author"": ""Matthew Magallon"", ""text"": ""One of the best barbers I have been to I love that he dose it so fat but it’s really good I love this barber""}, {""author"": ""Mister Felix"", ""text"": ""Oscar gets down with fades quick status! The lady that works here is pretty awesome too. Been coming here for years, even though I moved out of the area. Can't make it sometimes, but I always regret it! Rock bottom prices and great service make this place a great value!""}]",ready,https://castanedanetworks.github.io/westco-outreach-sites/sites/oscar-barber-shop-el-monte/,2026-05-11T23:26:34Z,,,
wco_344fd51d58f7a406,My BarberShop,my-barbershop-el-monte,"2731 Tyler Ave, El Monte, CA 91733",El Monte,LA,(626) 421-3663,4.9,29,Barber shop,"[{""author"": ""Janelle Angulo"", ""text"": ""Very comfortable setting. Always make sure to make that appt. The day before.Is most definitely making a difference in keeping the young men of SGV, fresh and clean, lined up,faded, well groomed. I would recommend this barber.""}, {""author"": ""Daniel Jimenez"", ""text"": ""Man this dude takes his time on your hair just tell him how u want it and how you like it specifically...he doesn't cut corners at all since I been coming to this guy he does a great job and deserves his tips...I don't know about anyone else but I respect the man...for his work and efforts always on time.does his best!!!""}, {""author"": ""Ernie Rodriguez"", ""text"": ""Does exactly what I want when I want. Do your self a favor and Make an appointment to get in and out because it does get busy.""}, {""author"": ""Edgar Rodriguez"", ""text"": ""30-40 haircuts a day its a “One man crew” but holds it down for the SGV. You like looking fresh everytime hit up the spot #mybarbershopRuben recognize game!!!""}, {""author"": ""Manuel"", ""text"": ""Ruben has been my barber for 7 years, and has done excellent work every time and has never disappointed""}]",ready,https://castanedanetworks.github.io/westco-outreach-sites/sites/my-barbershop-el-monte/,2026-05-11T23:27:31Z,,,
wco_7ffa52ed05161821,serenity pet grooming,serenity-pet-grooming-pomona,"4412 Phillips Blvd, Pomona, CA 91766",Pomona,LA,(909) 461-0793,4.8,17,Pet groomer,"[{""author"": ""Dany Fernanda Her"", ""text"": ""Took my pet today with them! Service was amazing! Everyone was very friendly and my dog came out very happy. He’s usually anxious when we take him to groomers (thanks to petsmart) but I noticed my dog wasn’t anxious after his grooming here. …""}, {""author"": ""roxanna canales"", ""text"": ""My golden loves the treatment she gets here ! They do a good job for the price and even have next day bookings available . I got her a trim for Christmas photos and loved the end result""}, {""author"": ""neil li"", ""text"": ""I had a fantastic experience at this pet grooming salon! The staff was incredibly friendly and professional, and they took excellent care of my furry friend. The best part was that the prices were quite reasonable compared to other places …""}]",ready,https://castanedanetworks.github.io/westco-outreach-sites/sites/serenity-pet-grooming-pomona/,2026-05-11T23:30:30Z,,,
wco_03619df1a09cf7ef,P.a.w.s. pets are wonderfully special,p-a-w-s-pets-are-wonderfully-special-pomona,"E McKinley Ave, Pomona, CA 91767",Pomona,LA,(909) 446-5267,5.0,1,Pet groomer,"[{""author"": ""enedina lujan"", ""text"": """"}]",new,,2026-05-11T23:35:00Z,,,
